,code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std
3318,603556.SH,海兴电力,机械,7204341937.0,6.8973,-41.2919,36.6314,-6.1816,-2.1963,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3330,603583.SH,捷昌驱动,机械,8622912600.0,24.1967,60.9027,88.6697,-1.8942,-25.1929,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3356,603617.SH,君禾股份,机械,2371683700.0,13.8351,22.2305,181.3944,18.999,-1.5721,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3359,603626.SH,科森科技,机械,4031094930.9,6.8837,-44.0388,124.4333,-2.2177,-18.2474,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3366,603638.SH,艾迪精密,机械,8053312256.0,24.1647,61.1988,39.8506,5.0377,-4.1647,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3371,603656.SH,泰禾光电,机械,2388060864.0,9.442,-8.0813,62.7803,-9.5829,5.2659,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3380,603666.SH,亿嘉和,机械,5810248923.8,28.4306,32.4037,122.731,-12.5407,-10.974,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3381,603667.SH,五洲新春,机械,2630922147.0,7.0863,1.8634,50.9114,-7.1207,-3.4444,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3396,603690.SH,至纯科技,机械,5130850233.04,7.717,-35.7048,116.8953,-14.4946,0.0503,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3400,603698.SH,航天工程,机械,7351309000.0,8.7992,17.7885,20.7261,-2.515,-7.1789,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3401,603699.SH,纽威股份,机械,10560000000.0,10.358,33.9811,8.8802,14.658,-9.8011,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3402,603700.SH,宁波水表,机械,4013247800.0,29.5263,13.013,172.3041,-12.924,4.0344,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3418,603726.SH,朗迪集团,机械,2390922240.0,13.1232,-1.6614,110.3515,-9.4425,-4.8253,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3428,603757.SH,大元泵业,机械,2410926000.0,17.6158,-6.6389,87.0121,-15.9509,-1.3181,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3458,603819.SH,神力股份,机械,2130912000.0,6.3272,56.6517,69.4816,-1.6722,6.4626,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3470,603855.SH,华荣股份,机械,3022669100.0,10.6397,20.8624,20.6775,-2.1436,-3.9028,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3471,603856.SH,东宏股份,机械,2756456950.0,10.3549,27.1028,96.5011,-11.0099,-0.2079,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3502,603901.SH,永创智能,机械,3277842133.96,6.6328,11.0687,42.3712,-7.5589,6.0322,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3507,603912.SH,佳力图,机械,3309295750.0,16.1071,29.669,105.8107,-9.1721,-3.4821,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3525,603956.SH,威派格,机械,8646990030.0,14.7758,6.4251,652.6042,-21.0117,11.5174,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3528,603960.SH,克来机电,机械,4715640800.0,14.0522,54.5099,55.4559,-3.2945,-7.9016,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3530,603966.SH,法兰泰克,机械,2884091132.0,7.7366,3.3023,183.2345,20.9735,-17.2594,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3542,603985.SH,恒润股份,机械,2381600000.0,11.8532,40.1907,47.3673,-17.8917,-2.9209,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
6,000009.SZ,中国宝安,综合,13282951920.78,4.1632,105.7466,48.6188,-7.8987,-6.3107,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
63,000158.SZ,常山北明,综合,9702376021.07,3.0758,-48.4743,23.5784,-14.1813,-3.0664,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
200,000652.SZ,泰达股份,综合,5858028192.44,7.9396,-18.0193,35.3386,-12.7473,0.5038,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
306,000812.SZ,陕西金叶,综合,3436055984.58,1.6463,-53.1917,69.3549,-5.6962,-12.7517,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
325,000839.SZ,中信国安,综合,18305589063.84,25.1302,536.3026,60.9325,-21.3805,-14.561,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
343,000881.SZ,中广核技,综合,9245480841.52,5.8178,-11.1594,80.5662,-3.4261,-12.5277,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
364,000909.SZ,数源科技,综合,2551919630.88,3.5079,-8.1184,32.889,-5.767,-5.3856,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
382,000931.SZ,中关村,综合,6281079029.88,5.6749,177.4721,51.0571,-9.7403,3.3573,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
1666,300338.SZ,开元股份,综合,4256040942.36,4.5717,-37.0734,97.0,23.3,-15.8962,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
1957,300635.SZ,中达安,综合,2057280060.0,8.835,26.4281,221.5664,-18.7399,12.6574,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
1983,300662.SZ,科锐国际,综合,6100200000.0,17.3967,60.3556,41.9631,-16.6298,1.1508,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2009,300688.SZ,创业黑马,综合,2596240000.0,3.5416,-91.014,103.6903,-10.5645,-0.4715,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2157,600051.SH,宁波联合,综合,2067352000.0,10.3299,-34.0873,42.3729,-3.4833,-2.9487,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2175,600070.SH,浙江富润,综合,5146388723.48,9.2989,26.4914,42.4496,8.83,-16.3286,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2186,600082.SH,海泰发展,综合,3081972490.02,0.8663,2.6656,38.8966,-10.6742,0.2096,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2234,600139.SH,西部资源,综合,2647562032.0,0.6917,99.5722,67.8639,-13.0435,-18.0,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2241,600152.SH,维科技术,综合,2883692925.6,3.8917,489.6068,91.9357,-8.7866,-2.2936,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2424,600382.SH,广东明珠,综合,4836304327.12,7.3447,9.3082,52.1028,3.4965,0.8687,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2505,600510.SH,黑牡丹,综合,6900356214.75,8.4932,65.3015,10.6349,-2.3704,-3.6419,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2599,600624.SH,复旦复华,综合,7223711705.5,3.7762,1.4777,310.4284,-12.6656,20.0948,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2613,600643.SH,爱建集团,综合,17808708522.96,13.8699,39.6212,40.3162,-6.1538,-12.1129,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2632,600668.SH,尖峰集团,综合,4813732753.72,20.3281,73.7492,82.9645,-3.384,-9.7927,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2659,600704.SH,物产中大,综合,24892624370.26,10.4663,16.5975,13.9031,2.1201,-1.4078,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2681,600730.SH,中国高科,综合,3643133772.42,0.0916,-82.8636,46.7837,-5.9091,2.0934,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2716,600770.SH,综艺股份,综合,8190000000.0,1.5415,-78.2492,47.3799,-12.8631,8.254,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2728,600784.SH,鲁银投资,综合,3079523925.32,4.2799,133.2945,26.3026,-9.5159,1.845,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
2746,600805.SH,悦达投资,综合,5156420633.64,1.3385,115.4035,83.7429,-4.8666,-4.9505,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
3061,601992.SH,金隅集团,综合,38309644132.303,5.9919,45.1159,17.5248,-11.4865,-7.1247,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
3113,603060.SH,国检集团,综合,5933400000.0,17.3922,33.4861,53.2594,-0.1111,0.2966,7.285972413793103,6.276421552803599,55.02571379310345,142.99784310188969,66.73852413793102,61.54632715001102,-6.701334482758619,8.793989804579843
8,000012.SZ,南玻A,建材,11450185482.4987,5.1586,-43.0138,20.4679,-11.5523,-4.898,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
37,000055.SZ,方大集团,建材,5664137817.5761,53.2637,95.141,109.3148,-13.7226,-8.4602,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
70,000401.SZ,冀东水泥,建材,21802920748.52,12.0306,172.4164,62.4289,-8.0159,6.0204,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
128,000546.SZ,金圆股份,建材,7396569498.6,10.5728,10.7696,23.714,3.8114,-6.2802,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
180,000619.SZ,海螺型材,建材,2134800000.0,0.3966,-78.8117,33.799,-8.062,-6.4081,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
214,000672.SZ,上峰水泥,建材,10186520784.92,51.6718,93.6609,92.3201,10.1143,-2.5739,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
287,000786.SZ,北新建材,建材,32624396429.02,18.4729,5.3408,24.602,-4.1687,-0.4661,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
289,000789.SZ,万年青,建材,8685239450.88,31.8773,118.2596,100.4162,-8.4088,-8.009,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
293,000795.SZ,英洛华,建材,5260294237.92,5.2656,17.228,62.2354,-8.1188,91.1638,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
340,000877.SZ,天山股份,建材,11431080253.1,15.7589,339.7344,107.81,-7.6271,-1.0941,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
385,000935.SZ,四川双马,建材,12444077427.9,21.7284,184.9886,26.7226,-13.2055,-1.1043,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
470,002043.SZ,兔宝宝,建材,5144379853.28,18.4408,-9.4507,41.5682,-6.347,-12.0482,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
493,002066.SZ,瑞泰科技,建材,2085930000.0,4.1425,64.4653,94.7032,-0.9868,-6.7553,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
505,002080.SZ,中材科技,建材,15748544411.2,9.6266,22.3444,33.7994,-12.2302,-0.388,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
512,002088.SZ,鲁阳节能,建材,5320783085.1,15.7291,43.7053,34.1862,26.3972,-7.483,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
580,002162.SZ,悦心健康,建材,3261420500.0,2.6924,25.3958,50.9387,-8.6124,-11.7801,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
581,002163.SZ,中航三鑫,建材,4548093000.0,4.7046,29.955,39.3792,-13.8508,-5.477,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
615,002201.SZ,九鼎新材,建材,2397090458.7,2.0917,616.7198,26.8526,-8.5025,-4.4383,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
619,002205.SZ,国统股份,建材,2334655561.8,0.3584,-83.2031,81.6522,9.7162,-13.7313,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
636,002225.SZ,濮耐股份,建材,4485326664.9,9.1124,654.7937,30.9087,-9.8214,-4.566,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
644,002233.SZ,塔牌集团,建材,13770776434.8,20.0873,138.8795,44.5843,-3.4188,-3.29,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
678,002271.SZ,东方雨虹,建材,29259752003.03,20.6387,21.6402,50.5146,-6.9293,-0.65,13.537502985074628,13.888003754101243,84.12117313432837,155.06230231780208,64.68792835820895,38.259031110491776,-4.76329552238806,9.770295356247578
