,code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std
1490,300161.SZ,华中数控,机械,2392802881.35,1.4477,-70.4525,64.6778,-1.6335,13.7184,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1493,300164.SZ,通源石油,机械,3248655544.8,6.249,173.7809,151.6871,-0.6897,-6.1111,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1494,300165.SZ,天瑞仪器,机械,2585856000.0,2.245,-56.2462,172.3258,4.4776,1.0714,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1500,300171.SZ,东富龙,机械,6082302547.2,2.3429,-35.9032,98.254,-8.7653,-11.0537,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1521,300193.SZ,佳士科技,机械,3877795021.5,8.1358,33.1716,21.8641,-5.5271,-2.7451,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1523,300195.SZ,长荣股份,机械,3840664961.8,2.3241,-38.8005,37.0176,-15.5386,2.1445,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1556,300228.SZ,富瑞特装,机械,3548332420.16,0.7094,-71.6649,243.7606,10.9792,-17.246,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1585,300257.SZ,开山股份,机械,10604880000.0,3.5025,13.6983,8.6671,-12.4026,-15.3133,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1587,300259.SZ,新天科技,机械,4455743660.82,7.8726,-8.9252,87.601,-1.5584,-3.6982,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1588,300260.SZ,新莱应材,机械,2413183000.0,5.5163,78.5326,75.1519,-10.6876,12.8254,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1591,300263.SZ,隆华科技,机械,5170254567.6,5.387,164.8968,81.4001,-11.0182,-7.4336,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1604,300276.SZ,三丰智能,机械,7534988780.0,8.0221,272.2274,61.122,2.1545,-10.9091,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1606,300278.SZ,华昌达,机械,4069551201.6,1.4606,-62.7427,145.6529,-17.3755,-17.5,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1608,300280.SZ,紫天科技,机械,3471062500.0,8.4357,2414.8626,71.9467,-21.5395,-16.0421,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1609,300281.SZ,金明精机,机械,2480027593.6,1.6504,-43.7998,74.8701,-14.2029,1.1824,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1621,300293.SZ,蓝英装备,机械,2308500000.0,2.1367,57.6292,27.6016,-13.198,-3.2749,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1635,300307.SZ,慈星股份,机械,5389440000.0,3.4032,-45.6976,19.3539,0.5988,-0.446,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1636,300308.SZ,中际旭创,机械,26730588440.92,14.1902,285.8174,44.167,-5.5315,-19.7406,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1637,300309.SZ,吉艾科技,机械,6734738676.14,10.9632,-3.2904,59.5075,2.656,-2.0699,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1644,300316.SZ,晶盛机电,机械,16443241651.2,15.2665,52.9687,37.2214,-10.7392,-1.875,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1677,300349.SZ,金卡智能,机械,8582996660.0,15.3375,45.5285,38.8948,-4.2146,-11.0,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1695,300368.SZ,汇金股份,机械,4074687018.5,5.4826,116.4384,62.3457,-17.1892,-6.9191,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1708,300382.SZ,斯莱克,机械,3895528963.5,13.206,-1.803,20.171,-9.5675,-9.8551,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1717,300391.SZ,康跃科技,机械,3160031730.24,8.6061,47.23,55.8461,-9.1946,-13.1581,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1726,300400.SZ,劲拓股份,机械,4769558010.0,16.5853,13.2244,67.6344,-11.4286,-16.8459,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1728,300402.SZ,宝色股份,机械,2044240000.0,2.3921,38.9007,90.4537,-0.8815,-6.917,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1736,300410.SZ,正业科技,机械,3767616318.06,0.835,-90.5419,36.1959,-15.1435,2.4974,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1741,300415.SZ,伊之密,机械,3339360000.0,15.8983,-36.0115,70.4802,5.8904,-8.4088,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1742,300416.SZ,苏试试验,机械,2711550540.0,10.8352,23.619,123.6752,-3.7073,-6.5896,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1746,300420.SZ,五洋停车,机械,4479846861.14,8.7471,84.5324,62.0057,-9.5376,-10.3834,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1747,300421.SZ,力星股份,机械,2560889761.2,6.3378,-1.2281,153.9903,7.6952,-23.9961,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1756,300430.SZ,诚益通,机械,3503474580.48,6.481,16.8344,98.7096,36.5854,10.2484,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1760,300434.SZ,金石亚药,机械,3728183132.16,5.7769,31.6176,49.3731,-7.4776,-5.0647,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1761,300435.SZ,中泰股份,机械,4730576880.0,8.5701,7.1487,289.9097,57.1487,-25.7911,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1767,300441.SZ,鲍斯股份,机械,6027231856.1,8.0046,-9.2789,66.3496,16.8164,-9.5596,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1771,300445.SZ,康斯特,机械,2022826108.8,14.7475,39.6057,47.6549,-6.7976,-2.3642,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1776,300450.SZ,先导智能,机械,28098476759.93,23.8545,38.1286,49.594,-14.3049,-10.3232,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1782,300456.SZ,耐威科技,机械,9080484858.72,6.499,71.5539,65.7899,-9.263,4.9553,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1783,300457.SZ,赢合科技,机械,9324886056.0,15.3859,46.4747,72.663,0.6085,-8.1855,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1790,300464.SZ,星徽精密,机械,2909612461.95,0.401,-76.8664,32.2566,0.4391,-6.0109,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1796,300470.SZ,中密控股,机械,5233472860.0,16.0975,41.9643,52.6368,-4.4197,-11.2782,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1798,300472.SZ,新元科技,机械,2803338234.45,7.1417,212.5673,101.6358,-10.7218,0.0,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1806,300480.SZ,光力科技,机械,2067635596.18,6.2646,6.7777,63.6885,-9.4118,49.565,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1812,300486.SZ,东杰智能,机械,2536618537.44,7.2458,75.0319,30.8096,-12.9572,-5.9829,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1814,300488.SZ,恒锋工具,机械,2843297095.2,7.6423,-27.8318,66.6857,4.5928,1.2915,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1829,300503.SZ,昊志机电,机械,2734814927.07,6.5148,-25.3076,81.1435,-5.4028,-9.7612,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1835,300509.SZ,新美星,机械,2325600000.0,7.1834,-21.4111,152.8155,-3.0418,-10.2591,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1838,300512.SZ,中亚股份,机械,3674700000.0,13.6734,-0.2123,79.3276,-15.2553,-9.7722,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1840,300514.SZ,友讯达,机械,2680000000.0,10.3444,-26.9579,162.2544,-13.7709,-1.3433,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1891,300567.SZ,精测电子,机械,12352857000.0,28.7164,79.3791,37.6424,-6.7095,-12.7679,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1896,300572.SZ,安车检测,机械,9622836828.0,20.3125,58.1404,24.3973,2.7666,-13.1211,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1912,300589.SZ,江龙船艇,机械,2553350202.0,9.6022,-11.0761,263.5135,-17.1165,1.8268,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1923,300600.SZ,瑞特股份,机械,3332701840.0,10.9035,0.5076,103.1281,-18.3471,-5.9211,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1930,300607.SZ,拓斯达,机械,4932015347.28,20.5037,24.0593,84.017,-5.8281,-8.2782,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
1969,300648.SZ,星云股份,机械,2498130000.0,3.9189,-67.8252,181.9902,-9.9561,-9.3225,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2037,300718.SZ,长盛轴承,机械,3583800000.0,13.7595,21.0416,238.9582,6.3455,8.3042,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2043,300724.SZ,捷佳伟创,机械,9401600000.0,19.3726,20.5292,101.1273,-13.154,-0.034,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2067,300751.SZ,迈为股份,机械,8355880000.0,23.5487,31.424,71.9596,-5.2256,-21.5094,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2071,300756.SZ,中山金马,机械,3124000000.0,14.0038,-4.1766,171.7629,-16.4706,-2.3843,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2072,300757.SZ,罗博特科,机械,3723200000.0,35.5934,9.5178,199.433,-27.845,1.4181,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2148,600031.SH,三一重工,机械,102600776208.0,21.4672,183.0376,36.2399,-4.1471,-1.4694,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2177,600072.SH,中船科技,机械,10101348394.76,1.7752,-52.7447,169.7605,-8.35,-4.6647,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2212,600114.SH,东睦股份,机械,4686663096.06,12.4663,10.0009,46.4771,-9.589,-4.4077,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2239,600150.SH,中国船舶,机械,32151483561.34,3.5352,123.8537,57.216,14.9261,-15.9122,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2252,600165.SH,新日恒力,机械,3472360739.25,1.0845,-71.8768,134.8221,-2.3121,-18.7377,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2256,600169.SH,太原重工,机械,7153434450.0,0.9147,-22.2744,25.175,-7.309,-4.3011,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2330,600262.SH,北方股份,机械,3668600000.0,10.3611,477.5003,31.7413,-2.3529,-10.0556,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2373,600320.SH,振华重工,机械,18662246623.5342,2.9341,19.5478,15.2206,-1.4423,-10.7317,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2481,600481.SH,双良节能,机械,6811566561.28,11.676,174.0977,22.0864,-7.7605,-7.3718,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2491,600495.SH,晋西车轴,机械,6065118247.72,1.1404,112.5464,64.0067,-6.1682,-7.5697,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2513,600520.SH,文一科技,机械,2024735400.0,1.1471,-12.3604,40.7203,-16.9591,18.9358,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2541,600558.SH,大西洋,机械,3500658840.9,3.2664,26.7552,28.1209,-12.7517,-8.9744,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2543,600560.SH,金自天正,机械,2146996800.0,2.8007,5.5646,70.4194,-6.3415,-4.2742,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2563,600582.SH,天地科技,机械,15809409567.44,6.2627,14.7318,25.2623,-1.7995,-9.6859,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2572,600592.SH,龙溪股份,机械,3827723210.18,4.6998,23.2384,56.8096,2.4599,24.0084,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2664,600710.SH,苏美达,机械,8167183962.5,10.8256,12.83,178.7778,18.1474,-14.9276,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2709,600761.SH,安徽合力,机械,8097577973.88,12.7852,27.1968,29.1068,-4.9522,-9.6892,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2770,600835.SH,上海机电,机械,16345001468.8074,12.1736,-9.5483,18.1147,-3.809,-2.3641,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2776,600843.SH,上工申贝,机械,3561302390.71,6.4629,-25.4891,21.9473,-10.6862,-3.2746,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2820,600894.SH,广日股份,机械,6578593746.75,1.948,-66.9985,15.8642,6.993,-5.3595,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2861,600984.SH,建设机械,机械,5579327947.36,4.6552,550.6017,25.7394,0.0,-6.5282,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2868,600992.SH,贵绳股份,机械,2095519500.0,1.8514,15.4409,48.0432,-12.1274,-3.3918,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2877,601002.SH,晋亿实业,机械,5786637000.0,7.0525,13.9951,89.1675,0.6897,-5.6164,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2904,601100.SH,恒立液压,机械,25322220000.0,19.9389,119.6736,15.8205,-11.7972,5.2247,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2906,601106.SH,中国一重,机械,23727928927.42,1.1831,-12.6302,16.1871,-11.509,-9.8266,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2926,601177.SH,杭齿前进,机械,4196629400.0,0.895,9.8029,42.4604,-26.4376,-6.4824,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2961,601369.SH,陕鼓动力,机械,11133488747.12,5.7068,51.4113,14.0466,-0.5988,-5.1205,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
2985,601608.SH,中信重工,机械,18833079731.62,1.4841,129.0387,28.0901,-14.902,-7.3733,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3005,601717.SH,郑煤机,机械,10027677013.8056,7.4792,176.019,39.5517,-1.9048,-9.3851,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3008,601766.SH,中国中车,机械,235877450883.232,9.0434,0.0084,9.5203,-5.0549,-8.4491,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3032,601882.SH,海天精工,机械,4207320000.0,8.4495,-1.5207,53.3516,-13.2241,-3.9702,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3076,603011.SH,合锻智能,机械,2578479227.86,3.001,21.7694,35.3073,-5.3245,-7.9086,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3077,603012.SH,创力集团,机械,6276481600.0,7.8594,44.941,29.0043,10.9111,4.2596,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3079,603015.SH,弘讯科技,机械,2915201160.0,4.9073,-30.9476,25.0881,-7.2539,0.0,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3091,603028.SH,赛福天,机械,2247744000.0,2.4384,-29.6484,42.0446,18.5099,-0.2947,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3098,603036.SH,如通股份,机械,2588772800.0,3.9538,8.2151,120.8537,-7.3508,-1.8853,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3126,603085.SH,天成自控,机械,3026255772.8,3.6965,-47.8817,244.5054,12.1899,5.3846,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3135,603100.SH,川仪股份,机械,3953950000.0,18.136,140.5223,36.4662,-6.797,-5.1818,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3155,603131.SH,上海沪工,机械,5164810356.84,8.9422,5.0508,123.5906,-10.9283,-8.5312,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3163,603159.SH,上海亚虹,机械,2162000000.0,10.4819,-4.3971,96.3713,-5.217,-4.6716,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3177,603185.SH,上机数控,机械,5213880000.0,19.8625,6.041,141.0168,-22.218,-0.6525,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3187,603203.SH,快克股份,机械,3712155401.5,19.7239,19.3299,24.25,-6.5365,-11.0874,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3213,603277.SH,银都股份,机械,4366127250.0,14.9676,25.6915,47.0234,0.6616,-11.4554,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3214,603278.SH,大业股份,机械,3252989916.0,14.213,56.2819,55.009,-14.4737,21.6578,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3216,603283.SH,赛腾股份,机械,3129949797.0,17.5782,26.7573,176.0495,-2.3858,6.8738,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3219,603289.SH,泰瑞机器,机械,3006836000.0,10.8796,20.4256,53.2368,-5.1347,-11.7888,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3221,603298.SH,杭叉集团,机械,8967197068.2,14.8841,16.9184,36.467,-3.9125,-6.9797,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3228,603308.SH,应流股份,机械,4272480258.85,2.5654,20.3743,29.4002,-10.1277,-1.6244,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3232,603315.SH,福鞍股份,机械,2826369077.85,0.9526,-2.683,18.2922,-13.9893,-5.5253,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3235,603318.SH,派思股份,机械,9727650921.24,0.4287,-91.9934,46.4112,34.0,-2.1559,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3238,603321.SH,梅轮电梯,机械,2317850000.0,4.9401,-34.5784,84.5949,-10.967,-3.4437,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3246,603331.SH,百达精工,机械,2141395781.0,10.0939,13.5786,88.5606,-3.5506,-1.2203,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3251,603337.SH,杰克股份,机械,11508580872.0,19.6593,40.5744,42.7624,-9.2408,-14.6713,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3252,603338.SH,浙江鼎力,机械,18606977606.4,20.0033,69.6896,14.0858,-9.4503,-6.3846,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3253,603339.SH,四方科技,机械,3466734687.5,11.707,5.8301,65.7721,-9.9617,-8.2067,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3284,603416.SH,信捷电气,机械,3629259200.0,14.9306,20.0408,65.8929,-9.5938,-2.5949,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3292,603486.SH,科沃斯,机械,18764690000.0,25.9107,29.4374,55.484,-23.0138,-8.6354,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
3297,603500.SH,祥和实业,机械,2222640000.0,10.1196,5.7152,122.8553,-10.8911,-2.4823,8.475764341085268,6.3495217276768985,41.00378372093023,177.03288636336447,77.43388682170543,69.1911202281982,-4.306374418604652,11.20460844484537
