000603.SZ,盛达资源,有色金属,7230878746.0800 ,19.3521 ,20.6527 ,31.8050 ,-2.3299 ,-4.0076 
000605.SZ,渤海股份,电力及公用事业,3223299604.0000 ,2.9057 ,-47.4773 ,38.2076 ,-21.3425 ,-12.2538 
000606.SZ,顺利办,传媒,5927286992.2200 ,3.3741 ,43.1190 ,70.6501 ,-2.2727 ,-19.2506 
000607.SZ,华媒控股,传媒,5505748398.1000 ,5.6997 ,-25.4047 ,86.8887 ,0.7449 ,-14.2329 
000608.SZ,阳光股份,房地产,4686958181.2500 ,0.3847 ,-55.4483 ,15.2718 ,-10.0719 ,-12.4800 
000609.SZ,中迪投资,房地产,1678879578.4200 ,-3.9322 ,-145.8451 ,82.7378 ,-11.5142 ,-5.5258 
000610.SZ,西安旅游,消费者服务,3013800779.7300 ,11.6964 ,529.3936 ,462.0314 ,-16.8517 ,-14.6204 
000612.SZ,焦作万方,有色金属,5436429236.6400 ,-9.8958 ,-351.5807 ,21.7177 ,-10.7632 ,35.9649 
000613.SZ,大东海A,消费者服务,2143805276.8000 ,0.8434 ,-77.1500 ,119.0262 ,-11.9048 ,-9.1592 
000615.SZ,京汉股份,房地产,4700098842.0000 ,8.1075 ,-69.3675 ,91.0193 ,-22.2798 ,-7.0000 
000616.SZ,海航投资,房地产,4576750160.0000 ,8.3836 ,4265.6001 ,49.3555 ,-8.5714 ,-4.0625 
000617.SZ,中油资本,非银行金融,115584723008.0000 ,9.7232 ,5.4637 ,43.1572 ,-7.6479 ,-5.8594 
000619.SZ,海螺型材,建材,2134800000.0000 ,0.3966 ,-78.8117 ,33.7990 ,-8.0620 ,-6.4081 
000620.SZ,新华联,房地产,8193702614.4000 ,16.6980 ,46.4717 ,12.4619 ,-8.0851 ,-5.5556 
000622.SZ,恒立实业,汽车,2394022380.0000 ,1.6669 ,124.8416 ,128.9484 ,-15.2108 ,-4.4405 
000623.SZ,吉林敖东,非银行金融,21255664118.2800 ,4.5257 ,-49.8871 ,30.4153 ,0.3844 ,-11.4333 
000625.SZ,长安汽车,汽车,36530816000.2890 ,1.4508 ,-89.9651 ,35.4597 ,3.2609 ,-18.1287 
000626.SZ,远大控股,商贸零售,5217027808.2200 ,1.8554 ,125.0513 ,56.5491 ,12.5293 ,-12.1748 
000627.SZ,天茂集团,非银行金融,34189153821.8000 ,6.9217 ,-11.2395 ,14.4033 ,1.4663 ,-8.2370 
000628.SZ,高新发展,建筑,3348410000.0000 ,6.9868 ,176.1686 ,99.3385 ,-1.5568 ,-2.5116 
000629.SZ,攀钢钒钛,钢铁,30493599017.1000 ,52.8145 ,243.8484 ,58.0852 ,-0.2809 ,-6.4789 
000630.SZ,铜陵有色,有色金属,26316333270.0000 ,4.0261 ,34.3617 ,27.1078 ,-2.3438 ,-2.3950 
000631.SZ,顺发恒业,房地产,7735410954.2400 ,16.4786 ,45.8186 ,9.6915 ,-7.0551 ,-5.0314 
000632.SZ,三木集团,商贸零售,2346218632.8000 ,2.5740 ,-48.8865 ,68.7505 ,5.2192 ,1.5873 
000633.SZ,合金投资,有色金属,2214361644.7500 ,3.0419 ,105.2106 ,103.0409 ,-1.8771 ,-9.0435 
000635.SZ,英力特,基础化工,2942980615.4200 ,0.9536 ,-71.2297 ,51.6863 ,-2.4121 ,-9.0600 
000636.SZ,风华高科,电子,12040885342.9500 ,20.4839 ,292.6211 ,127.6984 ,-13.5604 ,-5.6168 
000637.SZ,茂化实华,石油石化,2958090775.6400 ,4.2321 ,-65.8012 ,228.4486 ,16.1224 ,-11.2478 
000638.SZ,万方发展,综合,1791426000.0000 ,-74.8413 ,-830.8653 ,96.3517 ,-23.6148 ,-4.1451 
000639.SZ,西王食品,食品饮料,6916050009.9600 ,14.1216 ,34.3777 ,21.8070 ,-13.2495 ,-8.5842 
000650.SZ,仁和药业,医药,11120293882.4800 ,15.8267 ,32.4003 ,142.7606 ,35.4449 ,-3.0067 
000651.SZ,格力电器,家电,334354322199.2400 ,33.3959 ,17.2010 ,29.4293 ,17.7293 ,-5.8834 
000652.SZ,泰达股份,综合,5858028192.4400 ,7.9396 ,-18.0193 ,35.3386 ,-12.7473 ,0.5038 
000655.SZ,金岭矿业,钢铁,2964794345.4000 ,4.2846 ,131.2167 ,54.6199 ,-6.7416 ,12.8514 
000656.SZ,金科股份,房地产,40635237359.7600 ,18.0952 ,75.9214 ,17.0048 ,4.2466 ,-14.5861 
000657.SZ,中钨高新,有色金属,5615143455.0200 ,4.3285 ,7.2885 ,42.2669 ,-4.4910 ,16.6144 
000659.SZ,珠海中富,轻工制造,4384245593.2000 ,3.3384 ,-77.7604 ,26.3170 ,-2.0115 ,-2.0528 
000661.SZ,长春高新,医药,51715829682.6500 ,20.7079 ,57.6971 ,21.8723 ,-4.0948 ,4.1723 
000662.SZ,天夏智慧,计算机,6569517381.3400 ,2.6872 ,-73.7264 ,69.7612 ,-15.8263 ,-4.6589 
000663.SZ,永安林业,农林牧渔,2250525433.2000 ,-88.9305 ,-3229.8701 ,49.0020 ,-8.0780 ,0.3030 
000665.SZ,湖北广电,传媒,5838304341.3600 ,2.9938 ,-37.2542 ,40.7864 ,-9.5992 ,-3.8506 
000666.SZ,经纬纺机,非银行金融,9956398200.0000 ,9.4845 ,-29.3893 ,115.8853 ,1.3620 ,-9.2645 
000667.SZ,美好置业,房地产,7243646299.5600 ,3.4876 ,-76.9511 ,28.7261 ,1.0714 ,-3.5336 
000668.SZ,荣丰控股,房地产,2383243874.7000 ,1.2063 ,-20.7244 ,36.0149 ,26.7969 ,0.3081 
000669.SZ,金鸿控股,电力及公用事业,3776268823.3500 ,-47.7141 ,-707.2143 ,148.5781 ,-13.6858 ,-11.1712 
000671.SZ,阳光城,房地产,27702501474.6000 ,14.3268 ,75.3028 ,21.0888 ,-18.0838 ,-8.9321 
000672.SZ,上峰水泥,建材,10186520784.9200 ,51.6718 ,93.6609 ,92.3201 ,10.1143 ,-2.5739 
