002010.SZ,,,,,,,0.0789,0.0826,0.078
002410.SZ,,,,,,,0.1841,0.1911,0.198
002739.SZ,,,,,,,0.1229,0.1121,0.106
002938.SZ,,,,,,,0.0638,0.0721,0.07
002939.SZ,,,,,,,0.0492,0.0386,0.043
002945.SZ,,,,,,,0.0393,0.0358,0.035
300413.SZ,,,,,,,0.0687,0.0655,0.074
300498.SZ,,,,,,,1.0752,1.2655,1.252
600299.SH,,,,,,,0.0245,0.0265,0.024
600663.SH,,,,,,,0.1085,0.1049,0.099
600733.SH,,,,,,,0.028,0.0272,0.023
601162.SH,,,,,,,0.0461,0.0386,0.036
601298.SH,,,,,,,0.0333,0.0318,0.029
601319.SH,,,,,,,0.0813,0.0779,0.073
601577.SH,,,,,,,0.0288,0.0273,0.026
603019.SH,,,,,,,0.1908,0.1794,0.181
